WCRNumber,CountyName,WellLocation,Township,Range,Section,MTRS,TotalCompletedDepth,PlannedUseFormerUse,PermitDate,latitude,longitude,coord_source,pdf_latitude,pdf_longitude,gis_latitude,gis_longitude,pdf_path,box_link,gsa_name
WCR2015-009105,Kings,,20S,19E,11,M20S19E11,740.0,Water Supply Irrigation - Agriculture,,36.18943,-119.888633,gis,,,36.18943,-119.888633,pdfs/WCR2015-009105.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639626712,South Fork Kings GSA
WCR2015-009402,Kings,,19S,20E,33,M19S20E33,520.0,Water Supply Domestic,,36.23313,-119.80748,gis,,,36.23313,-119.80748,pdfs/WCR2015-009402.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461624060593,South Fork Kings GSA
WCR2015-007342,Kings,,20S,19E,25,M20S19E25,1480.0,Water Supply Irrigation - Agriculture,,36.15982,-119.86063,gis,,,36.15982,-119.86063,pdfs/WCR2015-007342.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641756221,South Fork Kings GSA
WCR2015-007175,Kings,,19S,20E,26,M19S20E26,560.0,Water Supply Irrigation - Agriculture,,36.24732,-119.7718,gis,,,36.24732,-119.7718,pdfs/WCR2015-007175.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639919662,South Fork Kings GSA
WCR2015-010914,Kings,,19S,20E,20,M19S20E20,1505.0,Water Supply Irrigation - Agriculture,,36.269167,-119.834444,gis,,,36.269167,-119.834444,pdfs/WCR2015-010914.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641511131,South Fork Kings GSA
WCR2015-011569,Kings,,19S,20E,04,M19S20E04,670.0,Water Supply Irrigation - Agriculture,,36.313425,-119.814136,gis,,,36.313425,-119.814136,pdfs/WCR2015-011569.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461607078306,South Fork Kings GSA
WCR2015-012428,Kings,,19S,20E,05,M19S20E05,740.0,Water Supply Irrigation - Agriculture,,36.30593,-119.82548,gis,,,36.30593,-119.82548,pdfs/WCR2015-012428.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640667912,South Fork Kings GSA
WCR2016-001139,Kings,16784 Jackson AVE,19S,20E,25,M19S20E25,58.0,Water Supply Domestic,1446508800000,36.25446658333333,-119.75891438888888,ocr,36.25446658333333,-119.75891438888888,36.2544666,-119.7589144,pdfs/WCR2016-001139.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641623832,South Fork Kings GSA
WCR2016-003398,Kings,18583 King AVE,20S,20E,10,M20S20E10,25.0,Water Supply Domestic,1462147200000,36.2021636,-119.7910297,gis,,,36.2021636,-119.7910297,pdfs/WCR2016-003398.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639369203,South Fork Kings GSA
WCR2016-001587,Kings,16957 19th AVE,19S,20E,34,M19S20E34,26.0,Water Supply Irrigation - Agriculture,1445212800000,36.2260787,-119.789361,gis,,,36.2260787,-119.789361,pdfs/WCR2016-001587.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641337621,South Fork Kings GSA
WCR2016-009405,Kings,,19S,20E,17,M19S20E17,,Water Supply Irrigation - Agriculture,,36.2769,-119.813479,gis,,,36.2769,-119.813479,pdfs/WCR2016-009405.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637868180,South Fork Kings GSA
WCR2016-008923,Kings,,20S,19E,25,M20S19E25,1020.0,,,36.15982,-119.86063,gis,,,36.15982,-119.86063,pdfs/WCR2016-008923.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641627447,South Fork Kings GSA
WCR2016-008926,Kings,,19S,20E,16,M19S20E16,1360.0,Water Supply Irrigation - Agriculture,,36.27669,-119.80776,gis,,,36.27669,-119.80776,pdfs/WCR2016-008926.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461614353475,South Fork Kings GSA
WCR2016-012370,Kings,,19S,20E,26,M19S20E26,620.0,Water Supply Irrigation - Agriculture,,36.252805,-119.77624,gis,,,36.252805,-119.77624,pdfs/WCR2016-012370.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644261445,South Fork Kings GSA
WCR2016-012000,Kings,,19S,20E,30,M19S20E30,500.0,Cathodic Protection,,36.255278,-119.853333,gis,,,36.255278,-119.853333,pdfs/WCR2016-012000.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641590728,South Fork Kings GSA
WCR2016-011898,Kings,,19S,20E,24,M19S20E24,600.0,Water Supply Irrigation - Agriculture,,36.26208,-119.75375,gis,,,36.26208,-119.75375,pdfs/WCR2016-011898.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637731500,South Fork Kings GSA
WCR2016-016376,Kings,,19S,20E,27,M19S20E27,690.0,Water Supply Irrigation - Agriculture,,36.245754,-119.78082,gis,,,36.245754,-119.78082,pdfs/WCR2016-016376.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637969039,South Fork Kings GSA
WCR2017-000724,Kings,14178 18th AVE,19S,20E,22,M19S20E22,50.0,Water Supply Irrigation - Agriculture,1481155200000,36.2640168,-119.7856263,gis,,,36.2640168,-119.7856263,pdfs/WCR2017-000724.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637432716,South Fork Kings GSA
WCR2017-000771,Kings,18361 Jackson AVE,19S,20E,27,M19S20E27,300.0,Water Supply Domestic,1473984000000,36.254509,-119.78745,gis,,,36.254509,-119.78745,pdfs/WCR2017-000771.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898794813464,South Fork Kings GSA
WCR2017-007281,Kings,,19S,20E,28,M19S20E28,28.0,Monitoring,,36.254967,-119.816519,gis,,,36.254967,-119.816519,pdfs/WCR2017-007281.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641537665,South Fork Kings GSA
WCR2017-007283,Kings,,19S,20E,28,M19S20E28,28.0,Monitoring,,36.254967,-119.816519,gis,,,36.254967,-119.816519,pdfs/WCR2017-007283.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636745962,South Fork Kings GSA
WCR2017-007284,Kings,,19S,20E,28,M19S20E28,28.0,Monitoring,,36.254967,-119.816519,gis,,,36.254967,-119.816519,pdfs/WCR2017-007284.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641704124,South Fork Kings GSA
WCR2017-007285,Kings,,19S,20E,28,M19S20E28,28.0,Monitoring,,36.254967,-119.816519,gis,,,36.254967,-119.816519,pdfs/WCR2017-007285.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641695548,South Fork Kings GSA
WCR2017-007286,Kings,,19S,20E,28,M19S20E28,29.0,Monitoring,,36.254967,-119.816519,gis,,,36.254967,-119.816519,pdfs/WCR2017-007286.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641100330,South Fork Kings GSA
WCR2017-005596,Kings,19472 Jersey AVE,19S,20E,28,M19S20E28,35.0,Water Supply Domestic,1510790400000,36.2405072,-119.8065525,gis,,,36.2405072,-119.8065525,pdfs/WCR2017-005596.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641656283,South Fork Kings GSA
WCR2017-008886,Kings,,19S,20E,22,M19S20E22,715.0,Water Supply Domestic,,36.25789,-119.786304,gis,,,36.25789,-119.786304,pdfs/WCR2017-008886.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641524086,South Fork Kings GSA
WCR2018-001918,Kings,15190 Iona AVE,19S,20E,34,M19S20E34,540.0,Water Supply Irrigation - Agriculture,1519084800000,36.23321227777778,-119.78097858333334,ocr,36.23321227777778,-119.78097858333334,36.2332123,-119.7809786,pdfs/WCR2018-001918.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670539258380,South Fork Kings GSA
WCR2018-002023,Kings,21417 Hanford Armona RD,19S,20E,05,M19S20E05,45.0,Water Supply Domestic,1519344000000,36.3130302,-119.8335707,gis,,,36.3130302,-119.8335707,pdfs/WCR2018-002023.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641160373,South Fork Kings GSA
WCR2018-006344,Kings,18077 Indiana AVE,19S,20E,15,M19S20E15,42.0,Water Supply Domestic,1532563200000,36.2754814,-119.782405,gis,,,36.2754814,-119.782405,pdfs/WCR2018-006344.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640913356,South Fork Kings GSA
WCR2018-005908,Kings,,20S,20E,12,M20S20E12,1120.0,Water Supply Irrigation - Agriculture,1530230400000,36.2050752,-119.7589974,gis,,,36.2050752,-119.7589974,pdfs/WCR2018-005908.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639853260,South Fork Kings GSA
WCR2018-007314,Kings,18081 17th AVE,20S,20E,12,M20S20E12,500.0,Water Supply Irrigation - Agriculture,1533081600000,36.2085224,-119.7621286,gis,,,36.2085224,-119.7621286,pdfs/WCR2018-007314.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461644506232,South Fork Kings GSA
WCR2018-008624,Kings,18300 Idaho AVE,19S,20E,15,M19S20E15,30.0,Water Supply Domestic,1533600000000,36.2704672,-119.7859589,gis,,,36.2704672,-119.7859589,pdfs/WCR2018-008624.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670542880661,South Fork Kings GSA
WCR2018-011625,Kings,18643 17th AVE,20S,20E,12,M20S20E12,23.0,Water Supply Irrigation - Agriculture,1545091200000,36.2004525,-119.7600702,gis,,,36.2004525,-119.7600702,pdfs/WCR2018-011625.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670530780911,South Fork Kings GSA
WCR2018-011573,Kings,18643 17th AVE,20S,20E,12,M20S20E12,20.0,Water Supply Irrigation - Agriculture,1540339200000,36.20328838888889,-119.75884177777777,ocr,36.20328838888889,-119.75884177777777,36.2032884,-119.7588418,pdfs/WCR2018-011573.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670531143207,South Fork Kings GSA
WCR2018-010426,Kings,,19S,20E,34,M19S20E34,600.0,Water Supply Irrigation - Agriculture,1540425600000,36.235619972222224,-119.78963497222222,ocr,36.235619972222224,-119.78963497222222,36.23562,-119.789635,pdfs/WCR2018-010426.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670536633622,South Fork Kings GSA
WCR2019-000887,Kings,,19S,20E,02,M19S20E02,360.0,Water Supply Domestic,1545350400000,36.14011133333333,-119.76449697222222,ocr,36.14011133333333,-119.76449697222222,36.306778,-119.764497,pdfs/WCR2019-000887.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670542597654,South Fork Kings GSA
WCR2019-004167,Kings,18877 19th AVE,20S,20E,10,M20S20E10,25.0,Water Supply Domestic,1549584000000,36.1998121,-119.7970257,gis,,,36.1998121,-119.7970257,,,South Fork Kings GSA
WCR2019-004520,Kings,18877 javascript:__doPostBack(19th AVE,20S,20E,10,M20S20E10,17.0,Water Supply Domestic,1553817600000,36.1993405,-119.7978679,gis,,,36.1993405,-119.7978679,pdfs/WCR2019-004520.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670529537547,South Fork Kings GSA
WCR2019-007020,Kings,19567 19th AVE,20S,20E,15,M20S20E15,19.0,Monitoring,1512432000000,36.1877273,-119.7972948,gis,,,36.1877273,-119.7972948,pdfs/WCR2019-007020.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670528031247,South Fork Kings GSA
WCR2019-009922,Kings,18724 Lansing AVE,20S,20E,10,M20S20E10,27.0,Water Supply Domestic,1563235200000,36.1993603,-119.7894743,gis,,,36.1993603,-119.7894743,,,South Fork Kings GSA
WCR2019-009830,Kings,13639 Poplar ST,19S,20E,15,M19S20E15,500.0,Water Supply Domestic,1557446400000,36.274608388888886,-119.78213099999999,ocr,36.274608388888886,-119.78213099999999,36.2746084,-119.782131,pdfs/WCR2019-009830.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670534976443,South Fork Kings GSA
WCR2019-011476,Kings,1285 15th AVE,19S,20E,15,M19S20E15,1203.0,Water Supply Domestic,,36.2766,-119.78249997222223,ocr,36.2766,-119.78249997222223,36.2766,-119.7825,pdfs/WCR2019-011476.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670540209038,South Fork Kings GSA
WCR2019-011342,Kings,1790 West Bush ST,19S,20E,04,M19S20E04,,Unknown,1563926400000,36.298904,-119.80731297222222,ocr,36.298904,-119.80731297222222,36.298904,-119.807313,pdfs/WCR2019-011342.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670530208492,South Fork Kings GSA
WCR2019-011343,Kings,1790 West Bush ST,19S,20E,04,M19S20E04,,Unknown,1563926400000,36.298493,-119.80745797222222,ocr,36.298493,-119.80745797222222,36.298493,-119.807458,pdfs/WCR2019-011343.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670540443317,South Fork Kings GSA
WCR2019-011345,Kings,1790 West Bush ST,19S,20E,04,M19S20E04,,Unknown,1563926400000,36.298597,-119.807597,ocr,36.298597,-119.807597,36.298597,-119.807597,pdfs/WCR2019-011345.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670534993243,South Fork Kings GSA
WCR2019-014982,Kings,16521 Jackson AVE,19S,20E,25,M19S20E25,40.0,Water Supply Irrigation - Agriculture,1571270400000,36.2504175,-119.7539011,gis,,,36.2504175,-119.7539011,pdfs/WCR2019-014982.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670543339115,South Fork Kings GSA
WCR2019-016173,Kings,16521 Jackson AVE,19S,20E,25,M19S20E25,50.0,Water Supply Irrigation - Agriculture,1572998400000,36.251326694444444,-119.75389577777777,ocr,36.251326694444444,-119.75389577777777,36.2513267,-119.7538958,pdfs/WCR2019-016173.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670538116979,South Fork Kings GSA
WCR2020-002141,Kings,13579 Ironwood DR,19S,20E,15,M19S20E15,,Water Supply Domestic,1581465600000,36.275451277777776,-119.78410488888889,ocr,36.275451277777776,-119.78410488888889,36.2754513,-119.7841049,pdfs/WCR2020-002141.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670530771006,South Fork Kings GSA
WCR2020-003502,Kings,19640 Jersey AVE,19S,20E,28,M19S20E28,22.0,Water Supply Domestic,1583107200000,36.24066788888889,-119.80881888888888,ocr,36.24066788888889,-119.80881888888888,36.2406679,-119.8088189,pdfs/WCR2020-003502.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670541357431,South Fork Kings GSA
WCR2020-003505,Kings,19640 Jersey AVE,19S,20E,28,M19S20E28,40.0,Water Supply Domestic,1583884800000,36.24142027777778,-119.80981338888888,ocr,36.24142027777778,-119.80981338888888,36.2414203,-119.8098134,pdfs/WCR2020-003505.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670539412568,South Fork Kings GSA
WCR2020-002842,Kings,245 E ST,19S,20E,03,M19S20E03,24.5,Monitoring,1578268800000,36.13595302777778,-119.78481069444445,ocr,36.13595302777778,-119.78481069444445,36.3026197,-119.7848107,pdfs/WCR2020-002842.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670532067451,South Fork Kings GSA
WCR2020-002844,Kings,245 E ST,19S,20E,03,M19S20E03,23.5,Monitoring,1578268800000,36.13595302777778,-119.78481069444445,ocr,36.13595302777778,-119.78481069444445,36.3026197,-119.7848107,pdfs/WCR2020-002844.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670543271344,South Fork Kings GSA
WCR2020-002846,Kings,245 E ST,19S,20E,03,M19S20E03,21.5,Monitoring,1578268800000,36.13595302777778,-119.78481069444445,ocr,36.13595302777778,-119.78481069444445,36.3026197,-119.7848107,pdfs/WCR2020-002846.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670541708353,South Fork Kings GSA
WCR2020-002848,Kings,245 E ST,19S,20E,03,M19S20E03,5.25,Other,1578268800000,36.13595302777778,-119.78481069444445,ocr,36.13595302777778,-119.78481069444445,36.3026197,-119.7848107,pdfs/WCR2020-002848.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670539490965,South Fork Kings GSA
WCR2020-001219,Kings,13579 Ironwood DR,19S,20E,15,M19S20E15,400.0,Water Supply Domestic,1579564800000,36.275451277777776,-119.78410488888889,ocr,36.275451277777776,-119.78410488888889,36.2754513,-119.7841049,pdfs/WCR2020-001219.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/670539153065,South Fork Kings GSA
WCR2020-006522,Kings,14066 18th AVE,19S,20E,22,M19S20E22,52.0,Water Supply Irrigation - Agriculture,1584316800000,36.10179211111111,-119.78125527777777,ocr,36.10179211111111,-119.78125527777777,36.2684588,-119.7812553,pdfs/WCR2020-006522.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898795166420,South Fork Kings GSA
WCR2020-007830,Kings,15258 18th AVE,19S,20E,27,M19S20E27,52.0,Water Supply Irrigation - Agriculture,1590624000000,36.249595972222224,-119.78466869444445,ocr,36.249595972222224,-119.78466869444445,36.249596,-119.7846687,pdfs/WCR2020-007830.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898795946555,South Fork Kings GSA
WCR2020-009764,Kings,17163 Idaho AVE,19S,20E,23,M19S20E23,60.0,Water Supply Domestic,1595894400000,36.268671194444444,-119.765898,ocr,36.268671194444444,-119.765898,36.2686712,-119.765898,pdfs/WCR2020-009764.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898797266367,South Fork Kings GSA
WCR2020-009432,Kings,14234 18th AVE,19S,20E,22,M19S20E22,55.0,Water Supply Irrigation - Agriculture,1594080000000,36.26409588888889,-119.78464997222223,ocr,36.26409588888889,-119.78464997222223,36.2640959,-119.78465,pdfs/WCR2020-009432.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898797269352,South Fork Kings GSA
WCR2020-013376,Kings,15360 18th AVE,19S,20E,27,M19S20E27,60.0,Water Supply Domestic,1599177600000,36.249521,-119.78233897222222,ocr,36.249521,-119.78233897222222,36.249521,-119.782339,pdfs/WCR2020-013376.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898796690345,South Fork Kings GSA
WCR2020-016108,Kings,18356 Lansing AVE,20S,20E,10,M20S20E10,30.0,Water Supply Irrigation - Agriculture,1599696000000,36.1977765,-119.7868944,gis,,,36.1977765,-119.7868944,pdfs/WCR2020-016108.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898795744850,South Fork Kings GSA
WCR2020-014353,Kings,18605 LANSING AVE,20S,20E,15,M20S20E15,1180.0,Water Supply Irrigation - Agriculture,1598572800000,36.02973330555555,-119.78309997222222,ocr,36.02973330555555,-119.78309997222222,36.1964,-119.7831,pdfs/WCR2020-014353.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898793875982,South Fork Kings GSA
WCR2020-014374,Kings,16630 Laurel AVE,20S,20E,13,M20S20E13,420.0,Water Supply Domestic,1599696000000,36.1902095,-119.7561703,gis,,,36.1902095,-119.7561703,pdfs/WCR2020-014374.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898794574827,South Fork Kings GSA
WCR2021-000502,Kings,16560 Jackson AVE,19S,20E,24,M19S20E24,60.0,Water Supply Irrigation - Agriculture,1609891200000,36.25944169444445,-119.75392438888889,ocr,36.25944169444445,-119.75392438888889,36.2594417,-119.7539244,pdfs/WCR2021-000502.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898796561586,South Fork Kings GSA
WCR2021-003741,Kings,16395 19th AVE,19S,20E,34,M19S20E34,560.0,Water Supply Domestic,1572393600000,36.234417,-119.797472,ocr,36.234417,-119.797472,36.234417,-119.797472,pdfs/WCR2021-003741.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898793367676,South Fork Kings GSA
WCR2021-003122,Kings,18482 KING AVE,20S,20E,10,M20S20E10,800.0,Water Supply Irrigation - Agriculture,1611792000000,36.204222,-119.78886097222222,ocr,36.204222,-119.78886097222222,36.204222,-119.788861,pdfs/WCR2021-003122.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898795787952,South Fork Kings GSA
WCR2021-008322,Kings,19725 Jersey AVE,19S,20E,33,M19S20E33,600.0,Water Supply Irrigation - Agriculture,1623974400000,36.240348583333336,-119.81223747222222,ocr,36.240348583333336,-119.81223747222222,36.2403486,-119.8122375,pdfs/WCR2021-008322.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898796610803,South Fork Kings GSA
WCR2021-009761,Kings,21997 Laurel AVE,20S,19E,14,M20S19E14,347.0,Monitoring,1624406400000,36.189222,-119.871443,gis,,,36.189222,-119.871443,pdfs/WCR2021-009761.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/898795627535,South Fork Kings GSA
WCR2021-015936,Kings,18321 IDAHO AVE,19S,20E,22,M19S20E22,500.0,Water Supply Irrigation - Agriculture,1637193600000,36.26809788888889,-119.78715319444444,ocr,36.26809788888889,-119.78715319444444,36.2680979,-119.7871532,pdfs/WCR2021-015936.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/1284467374919,South Fork Kings GSA
WCR2021-015119,Kings,327 LEMOORE AVE,19S,20E,03,M19S20E03,30.0,Monitoring,1581984000000,36.30290147222222,-119.78172927777777,ocr,36.30290147222222,-119.78172927777777,36.3029015,-119.7817293,pdfs/WCR2021-015119.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/1284463684175,South Fork Kings GSA
WCR2021-015122,Kings,327 LEMOORE AVE,19S,20E,03,M19S20E03,30.0,Monitoring,1581984000000,36.303297888888885,-119.78115927777777,ocr,36.303297888888885,-119.78115927777777,36.3032979,-119.7811593,pdfs/WCR2021-015122.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/1284458543722,South Fork Kings GSA
WCR2022-003589,Kings,18527 Jersey AVE,19S,20E,34,M19S20E34,600.0,Water Supply Irrigation - Agriculture,1635724800000,36.238228972222224,-119.789781,ocr,36.238228972222224,-119.789781,36.238229,-119.789781,pdfs/WCR2022-003589.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/1284463485105,South Fork Kings GSA
WCR2022-004834,Kings,,20S,20E,10,M20S20E10,590.0,Water Supply Irrigation - Agriculture,1648166400000,36.198124,-119.786432,gis,,,36.198124,-119.786432,pdfs/WCR2022-004834.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/1284467200295,South Fork Kings GSA
WCR2022-006942,Kings,,20S,20E,01,M20S20E01,540.0,Water Supply Irrigation - Agriculture,1653264000000,36.22551,-119.757944,gis,,,36.22551,-119.757944,pdfs/WCR2022-006942.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/1284458711644,South Fork Kings GSA
WCR2022-006799,Kings,15106 18 1/2 AVE,19S,20E,27,M19S20E27,60.0,Water Supply Domestic,1648166400000,36.253224583333335,-119.79089019444444,ocr,36.253224583333335,-119.79089019444444,36.2532246,-119.7908902,pdfs/WCR2022-006799.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/1284467547679,South Fork Kings GSA
