WCRNumber,CountyName,WellLocation,Township,Range,Section,MTRS,TotalCompletedDepth,PlannedUseFormerUse,PermitDate,latitude,longitude,coord_source,pdf_latitude,pdf_longitude,gis_latitude,gis_longitude,pdf_path,box_link,gsa_name
WCR0104013,Kings,,18S,20E,35,M18S20E35,195.0,Water Supply Domestic,,36.32085,-119.77177,gis,,,36.32085,-119.77177,pdfs/WCR0104013.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591143687,South Fork Kings GSA
WCR0104122,Kings,,18S,19E,25,M18S19E25,45.0,Water Supply Irrigation - Agriculture,,36.33603,-119.8602,gis,,,36.33603,-119.8602,pdfs/WCR0104122.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461595233821,South Fork Kings GSA
WCR0105247,Kings,,18S,20E,32,M18S20E32,,Water Supply Irrigation - Agriculture,,36.3208,-119.82558,gis,,,36.3208,-119.82558,pdfs/WCR0105247.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600136712,South Fork Kings GSA
WCR0105292,Kings,,18S,20E,28,M18S20E28,200.0,Water Supply Domestic,,36.33536,-119.80779,gis,,,36.33536,-119.80779,pdfs/WCR0105292.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591339527,South Fork Kings GSA
WCR0107805,Kings,,18S,20E,20,M18S20E20,51.0,Water Supply Domestic,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR0107805.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600893479,South Fork Kings GSA
WCR0107806,Kings,,18S,20E,26,M18S20E26,200.0,Water Supply Domestic,,36.34163927,-119.75263866,gis,,,36.34163927,-119.75263866,pdfs/WCR0107806.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461594711959,South Fork Kings GSA
WCR0107815,Kings,,19S,20E,12,M19S20E12,58.0,Water Supply Irrigation - Agriculture,,36.29116,-119.75381,gis,,,36.29116,-119.75381,pdfs/WCR0107815.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461615464791,South Fork Kings GSA
WCR0105356,Kings,,19S,20E,10,M19S20E10,1577.0,Water Supply Public,,36.29108,-119.78989,gis,,,36.29108,-119.78989,pdfs/WCR0105356.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641235041,South Fork Kings GSA
WCR0108644,Kings,,18S,21E,07,M18S21E07,56.0,Water Supply Domestic,,36.37925,-119.73594,gis,,,36.37925,-119.73594,pdfs/WCR0108644.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603226159,South Fork Kings GSA
WCR0109774,Kings,,18S,20E,27,M18S20E27,54.0,Water Supply Domestic,,36.33543,-119.7898,gis,,,36.33543,-119.7898,pdfs/WCR0109774.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591806491,South Fork Kings GSA
WCR0111287,Kings,,18S,20E,14,M18S20E14,200.0,Water Supply Domestic,,36.36448,-119.77201,gis,,,36.36448,-119.77201,pdfs/WCR0111287.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599003225,South Fork Kings GSA
WCR0112380,Kings,,19S,20E,14,M19S20E14,35.0,Water Supply Irrigation - Agriculture,,36.27658,-119.77197,gis,,,36.27658,-119.77197,pdfs/WCR0112380.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641423548,South Fork Kings GSA
WCR0112382,Kings,,18S,20E,20,M18S20E20,,Other Unknown,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR0112382.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602873390,South Fork Kings GSA
WCR0113266,Kings,,18S,20E,27,M18S20E27,220.0,Water Supply Domestic,,36.33987299,-119.7839698,gis,,,36.33987299,-119.7839698,pdfs/WCR0113266.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600113092,South Fork Kings GSA
WCR0113321,Kings,,18S,20E,20,M18S20E20,,Test Well,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR0113321.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603023898,South Fork Kings GSA
WCR0114561,Kings,,18S,20E,21,M18S20E21,265.0,Water Supply Domestic,,36.3463341,-119.81289704,gis,,,36.3463341,-119.81289704,pdfs/WCR0114561.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601395724,South Fork Kings GSA
WCR0112978,Kings,,18S,21E,18,M18S21E18,68.0,Water Supply Irrigation - Agriculture,,36.35839888,-119.74320383,gis,,,36.35839888,-119.74320383,pdfs/WCR0112978.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602750463,South Fork Kings GSA
WCR0113000,Kings,,18S,20E,33,M18S20E33,460.0,Water Supply Irrigation - Agriculture,,36.504444444444445,-120.09527777777777,ocr,36.504444444444445,-120.09527777777777,36.32079,-119.80768,pdfs/WCR0113000.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603106318,South Fork Kings GSA
WCR0116254,Kings,,19S,20E,13,M19S20E13,55.0,Water Supply Irrigation - Agriculture,,36.27667,-119.75382,gis,,,36.27667,-119.75382,pdfs/WCR0116254.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637778198,South Fork Kings GSA
WCR0117137,Kings,,19S,20E,14,M19S20E14,,,,36.27658,-119.77197,gis,,,36.27658,-119.77197,,,South Fork Kings GSA
WCR0116497,Kings,,18S,19E,25,M18S19E25,270.0,Water Supply Domestic,,36.33603,-119.8602,gis,,,36.33603,-119.8602,pdfs/WCR0116497.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591296275,South Fork Kings GSA
WCR0117418,Kings,,18S,20E,32,M18S20E32,,Water Supply Irrigation - Agriculture,,36.3208,-119.82558,gis,,,36.3208,-119.82558,pdfs/WCR0117418.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601807019,South Fork Kings GSA
WCR0117066,Kings,,18S,21E,19,M18S21E19,200.0,Water Supply Domestic,,36.34312308,-119.71507573,gis,,,36.34312308,-119.71507573,pdfs/WCR0117066.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461605997360,South Fork Kings GSA
WCR0117713,Kings,,18S,21E,19,M18S21E19,162.0,Water Supply Domestic,,36.34988,-119.73592,gis,,,36.34988,-119.73592,pdfs/WCR0117713.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461577320593,South Fork Kings GSA
WCR0118393,Kings,,18S,20E,12,M18S20E12,240.0,Other Unknown,,36.3793,-119.75404,gis,,,36.3793,-119.75404,pdfs/WCR0118393.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602648908,South Fork Kings GSA
WCR0121863,Kings,,18S,20E,35,M18S20E35,35.0,Monitoring,,36.31366895,-119.7803838,gis,,,36.31366895,-119.7803838,pdfs/WCR0121863.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591556586,South Fork Kings GSA
WCR0118881,Kings,,19S,20E,14,M19S20E14,353.0,Water Supply Domestic,,36.27658,-119.77197,gis,,,36.27658,-119.77197,pdfs/WCR0118881.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461636170795,South Fork Kings GSA
WCR0118907,Kings,,18S,20E,01,M18S20E01,70.0,Water Supply Irrigation - Agriculture,,36.39401,-119.75394,gis,,,36.39401,-119.75394,pdfs/WCR0118907.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600477412,South Fork Kings GSA
WCR0121558,Kings,,18S,21E,07,M18S21E07,260.0,Water Supply Stock or Animal Watering,,36.38395345,-119.73002311,gis,,,36.38395345,-119.73002311,pdfs/WCR0121558.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603557198,South Fork Kings GSA
WCR0120469,Kings,,18S,20E,30,M18S20E30,200.0,Water Supply Domestic,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR0120469.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601668352,South Fork Kings GSA
WCR0119177,Kings,,18S,20E,30,M18S20E30,,,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR0119177.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603338283,South Fork Kings GSA
WCR0120052,Kings,,18S,20E,35,M18S20E35,20.0,Monitoring,,36.32085,-119.77177,gis,,,36.32085,-119.77177,pdfs/WCR0120052.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593463790,South Fork Kings GSA
WCR0121601,Kings,,18S,20E,16,M18S20E16,120.0,Water Supply Domestic,,36.36507,-119.80782,gis,,,36.36507,-119.80782,pdfs/WCR0121601.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602912907,South Fork Kings GSA
WCR0124545,Kings,,18S,21E,19,M18S21E19,,,,36.34988,-119.73592,gis,,,36.34988,-119.73592,,,South Fork Kings GSA
WCR0125909,Kings,,18S,19E,25,M18S19E25,,Water Supply Irrigation - Agriculture,,36.34212035,-119.85355803,gis,,,36.34212035,-119.85355803,pdfs/WCR0125909.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593460611,South Fork Kings GSA
WCR0127895,Kings,,18S,20E,28,M18S20E28,,Water Supply Domestic,,36.33536,-119.80779,gis,,,36.33536,-119.80779,pdfs/WCR0127895.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593381406,South Fork Kings GSA
WCR0128150,Kings,,18S,19E,25,M18S19E25,40.0,Water Supply Irrigation - Agriculture,,36.33986737,-119.8685682,gis,,,36.33986737,-119.8685682,pdfs/WCR0128150.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601127392,South Fork Kings GSA
WCR0128151,Kings,,18S,20E,27,M18S20E27,200.0,Water Supply Domestic,,36.34010242,-119.78147341,gis,,,36.34010242,-119.78147341,pdfs/WCR0128151.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602378065,South Fork Kings GSA
WCR0125762,Kings,,18S,20E,30,M18S20E30,50.0,Water Supply Irrigation - Agriculture,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR0125762.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602919147,South Fork Kings GSA
WCR0129445,Kings,,18S,20E,11,M18S20E11,52.0,Water Supply Irrigation - Agriculture,,36.37965,-119.77188,gis,,,36.37965,-119.77188,pdfs/WCR0129445.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599592454,South Fork Kings GSA
WCR0131475,Kings,,18S,20E,20,M18S20E20,200.0,Water Supply Domestic,,36.35033,-119.82577,gis,,,36.35033,-119.82577,pdfs/WCR0131475.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599173802,South Fork Kings GSA
WCR0131699,Kings,,18S,19E,25,M18S19E25,300.0,Water Supply Domestic,,36.33491117,-119.85355565,gis,,,36.33491117,-119.85355565,pdfs/WCR0131699.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600175756,South Fork Kings GSA
WCR0131525,Kings,,19S,20E,10,M19S20E10,,,,36.29108,-119.78989,gis,,,36.29108,-119.78989,,,South Fork Kings GSA
WCR0130065,Kings,,18S,20E,34,M18S20E34,132.0,Water Supply Domestic,,36.32083,-119.78975,gis,,,36.32083,-119.78975,pdfs/WCR0130065.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603111025,South Fork Kings GSA
WCR0130720,Kings,,18S,19E,25,M18S19E25,280.0,Water Supply Domestic,,36.33603,-119.8602,gis,,,36.33603,-119.8602,pdfs/WCR0130720.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461594648173,South Fork Kings GSA
WCR0131168,Kings,,18S,20E,29,M18S20E29,136.0,Water Supply Domestic,,36.33542,-119.82575,gis,,,36.33542,-119.82575,pdfs/WCR0131168.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461593407390,South Fork Kings GSA
WCR0135417,Kings,,18S,20E,16,M18S20E16,200.0,Water Supply Domestic,,36.36507,-119.80782,gis,,,36.36507,-119.80782,pdfs/WCR0135417.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461598693264,South Fork Kings GSA
WCR0135689,Kings,,18S,20E,25,M18S20E25,200.0,Water Supply Domestic,,36.33534,-119.7538,gis,,,36.33534,-119.7538,pdfs/WCR0135689.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461590189998,South Fork Kings GSA
WCR0133983,Kings,,19S,20E,12,M19S20E12,58.0,Water Supply Irrigation - Agriculture,,36.29116,-119.75381,gis,,,36.29116,-119.75381,pdfs/WCR0133983.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461640750025,South Fork Kings GSA
WCR0135499,Kings,,19S,20E,13,M19S20E13,31.0,Water Supply Domestic,,36.27667,-119.75382,gis,,,36.27667,-119.75382,pdfs/WCR0135499.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461641318516,South Fork Kings GSA
WCR0135827,Kings,,18S,20E,25,M18S20E25,,Other Unknown,,36.33534,-119.7538,gis,,,36.33534,-119.7538,pdfs/WCR0135827.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461592857195,South Fork Kings GSA
WCR0136604,Kings,,18S,20E,22,M18S20E22,50.0,Water Supply Irrigation - Agriculture,,36.34989,-119.78986,gis,,,36.34989,-119.78986,pdfs/WCR0136604.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599177910,South Fork Kings GSA
WCR0140051,Kings,,18S,20E,27,M18S20E27,570.0,Water Supply Irrigation - Agriculture,,36.33543,-119.7898,gis,,,36.33543,-119.7898,pdfs/WCR0140051.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603024066,South Fork Kings GSA
WCR0140968,Kings,,18S,20E,17,M18S20E17,,Water Supply Domestic,,36.36549,-119.8255,gis,,,36.36549,-119.8255,pdfs/WCR0140968.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591156305,South Fork Kings GSA
WCR0141151,Kings,,18S,20E,34,M18S20E34,60.0,Water Supply Domestic,,36.31464596,-119.75947674,gis,,,36.31464596,-119.75947674,pdfs/WCR0141151.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600857911,South Fork Kings GSA
WCR0141164,Kings,,19S,20E,14,M19S20E14,42.0,Water Supply Irrigation - Agriculture,,36.27889087,-119.78049041,gis,,,36.27889087,-119.78049041,pdfs/WCR0141164.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637992138,South Fork Kings GSA
WCR0145952,Kings,,18S,20E,30,M18S20E30,50.0,Water Supply Domestic,,36.34173489,-119.83457877,gis,,,36.34173489,-119.83457877,pdfs/WCR0145952.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602775784,South Fork Kings GSA
WCR0142967,Kings,,18S,20E,25,M18S20E25,260.0,Water Supply Domestic,,36.33534,-119.7538,gis,,,36.33534,-119.7538,pdfs/WCR0142967.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603750765,South Fork Kings GSA
WCR0146186,Kings,,18S,20E,34,M18S20E34,300.0,Cathodic Protection,,36.31631263,-119.78514141,gis,,,36.31631263,-119.78514141,pdfs/WCR0146186.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461592824369,South Fork Kings GSA
WCR0145765,Kings,,18S,20E,30,M18S20E30,,,,36.3358,-119.84293,gis,,,36.3358,-119.84293,,,South Fork Kings GSA
WCR0142841,Kings,,18S,20E,27,M18S20E27,50.0,Water Supply Irrigation - Agriculture,,36.33987299,-119.7839698,gis,,,36.33987299,-119.7839698,pdfs/WCR0142841.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461599799752,South Fork Kings GSA
WCR0145151,Kings,,18S,20E,01,M18S20E01,160.0,Water Supply Domestic,,36.38930997,-119.74873474,gis,,,36.38930997,-119.74873474,pdfs/WCR0145151.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461598965569,South Fork Kings GSA
WCR0147041,Kings,,18S,20E,02,M18S20E02,170.0,Water Supply Domestic,,36.39488,-119.77178,gis,,,36.39488,-119.77178,pdfs/WCR0147041.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603061382,South Fork Kings GSA
WCR0147493,Kings,,18S,20E,17,M18S20E17,240.0,Water Supply Domestic,,36.36549,-119.8255,gis,,,36.36549,-119.8255,pdfs/WCR0147493.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461601171949,South Fork Kings GSA
WCR0147389,Kings,,18S,20E,32,M18S20E32,41.0,Water Supply Domestic,,36.3208,-119.82558,gis,,,36.3208,-119.82558,pdfs/WCR0147389.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461594199078,South Fork Kings GSA
WCR0150018,Kings,,19S,20E,10,M19S20E10,,Monitoring,,36.29108,-119.78989,gis,,,36.29108,-119.78989,pdfs/WCR0150018.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637544876,South Fork Kings GSA
WCR0151095,Kings,,18S,20E,27,M18S20E27,296.0,Water Supply Domestic,,36.33543,-119.7898,gis,,,36.33543,-119.7898,pdfs/WCR0151095.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461589280013,South Fork Kings GSA
WCR0151784,Kings,,18S,19E,25,M18S19E25,,,,36.33603,-119.8602,gis,,,36.33603,-119.8602,pdfs/WCR0151784.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602785841,South Fork Kings GSA
WCR0154278,Kings,,19S,20E,12,M19S20E12,240.0,Water Supply Domestic,,36.29116,-119.75381,gis,,,36.29116,-119.75381,pdfs/WCR0154278.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461639061071,South Fork Kings GSA
WCR0155476,Kings,,18S,20E,30,M18S20E30,50.0,Water Supply Domestic,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR0155476.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461595286640,South Fork Kings GSA
WCR0153909,Kings,,18S,20E,28,M18S20E28,,,,36.33536,-119.80779,gis,,,36.33536,-119.80779,,,South Fork Kings GSA
WCR0155526,Kings,,19S,19E,24,M19S19E24,,Test Well Unknown,,36.26258,-119.86019,gis,,,36.26258,-119.86019,pdfs/WCR0155526.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461637669909,South Fork Kings GSA
WCR0159442,Kings,,18S,20E,25,M18S20E25,520.0,Water Supply Irrigation - Agriculture,,36.33534,-119.7538,gis,,,36.33534,-119.7538,,,South Fork Kings GSA
WCR0158436,Kings,,19S,19E,11,M19S19E11,540.0,Water Supply Irrigation - Agriculture,,36.29169,-119.87831,gis,,,36.29169,-119.87831,,,South Fork Kings GSA
WCR0161860,Kings,,18S,20E,13,M18S20E13,44.0,Water Supply Irrigation - Agriculture,,36.36449,-119.75401,gis,,,36.36449,-119.75401,,,South Fork Kings GSA
WCR0161864,Kings,,18S,20E,17,M18S20E17,60.0,Water Supply Domestic,,36.36549,-119.8255,gis,,,36.36549,-119.8255,,,South Fork Kings GSA
WCR0161885,Fresno,,17S,20E,36,M17S20E36,66.0,Water Supply Irrigation - Agriculture,,36.40959,-119.75667,gis,,,36.40959,-119.75667,,,South Fork Kings GSA
WCR0161723,Kings,,19S,20E,11,M19S20E11,,,,36.29106,-119.77192,gis,,,36.29106,-119.77192,,,South Fork Kings GSA
WCR0163117,Kings,,18S,20E,16,M18S20E16,,,,36.36507,-119.80782,gis,,,36.36507,-119.80782,,,South Fork Kings GSA
WCR0167293,Kings,,18S,20E,30,M18S20E30,,,,36.3358,-119.84293,gis,,,36.3358,-119.84293,,,South Fork Kings GSA
WCR0171406,Kings,,18S,20E,28,M18S20E28,60.0,Water Supply Domestic,,36.33536,-119.80779,gis,,,36.33536,-119.80779,,,South Fork Kings GSA
WCR0172494,Kings,,19S,20E,12,M19S20E12,,Other Unknown,,36.29116,-119.75381,gis,,,36.29116,-119.75381,,,South Fork Kings GSA
WCR0172496,Kings,,18S,20E,35,M18S20E35,230.0,Water Supply Domestic,,36.32085,-119.77177,gis,,,36.32085,-119.77177,,,South Fork Kings GSA
WCR0173592,Kings,,18S,20E,26,M18S20E26,54.0,Water Supply Irrigation - Agriculture,,36.33543,-119.77181,gis,,,36.33543,-119.77181,,,South Fork Kings GSA
WCR0174164,Kings,,18S,20E,33,M18S20E33,,,,36.32079,-119.80768,gis,,,36.32079,-119.80768,,,South Fork Kings GSA
WCR0174165,Kings,,18S,20E,35,M18S20E35,1366.0,Water Supply Public,,36.32085,-119.77177,gis,,,36.32085,-119.77177,,,South Fork Kings GSA
WCR0177454,Kings,,18S,20E,17,M18S20E17,163.0,Water Supply Domestic,,36.36549,-119.8255,gis,,,36.36549,-119.8255,,,South Fork Kings GSA
WCR0177774,Kings,,18S,20E,02,M18S20E02,,,,36.39488,-119.77178,gis,,,36.39488,-119.77178,,,South Fork Kings GSA
WCR0177777,Kings,,18S,20E,13,M18S20E13,,,,36.36449,-119.75401,gis,,,36.36449,-119.75401,,,South Fork Kings GSA
WCR0177588,Kings,,19S,20E,12,M19S20E12,350.0,Water Supply Domestic,,36.29231613,-119.76181523,gis,,,36.29231613,-119.76181523,,,South Fork Kings GSA
WCR0180087,Kings,,18S,20E,02,M18S20E02,65.0,Water Supply Irrigation - Agriculture,,36.39488,-119.77178,gis,,,36.39488,-119.77178,,,South Fork Kings GSA
WCR0180092,Kings,,18S,20E,27,M18S20E27,45.0,Water Supply Domestic,,36.33543,-119.7898,gis,,,36.33543,-119.7898,,,South Fork Kings GSA
WCR0180093,Kings,,18S,20E,29,M18S20E29,52.0,Water Supply Domestic,,36.33542,-119.82575,gis,,,36.33542,-119.82575,pdfs/WCR0180093.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461600563859,South Fork Kings GSA
WCR0180098,Kings,,18S,20E,30,M18S20E30,,Test Well,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR0180098.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461603551126,South Fork Kings GSA
WCR0181642,Kings,,18S,20E,17,M18S20E17,60.0,Other Unknown,,36.36549,-119.8255,gis,,,36.36549,-119.8255,pdfs/WCR0181642.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461589686400,South Fork Kings GSA
WCR0182830,Kings,,18S,20E,27,M18S20E27,820.0,Water Supply Irrigation - Agriculture,,36.33543,-119.7898,gis,,,36.33543,-119.7898,pdfs/WCR0182830.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461591724648,South Fork Kings GSA
WCR0184425,Kings,,18S,20E,30,M18S20E30,47.0,Water Supply Domestic,,36.3358,-119.84293,gis,,,36.3358,-119.84293,pdfs/WCR0184425.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602823311,South Fork Kings GSA
WCR0184040,Kings,,18S,19E,25,M18S19E25,,,,36.33603,-119.8602,gis,,,36.33603,-119.8602,,,South Fork Kings GSA
WCR0184044,Kings,,18S,20E,13,M18S20E13,,,,36.36449,-119.75401,gis,,,36.36449,-119.75401,,,South Fork Kings GSA
WCR0184045,Kings,,18S,20E,15,M18S20E15,196.0,Water Supply Domestic,,36.36476,-119.78997,gis,,,36.36476,-119.78997,pdfs/WCR0184045.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461590547126,South Fork Kings GSA
WCR0184046,Kings,,18S,20E,15,M18S20E15,300.0,Water Supply Irrigation - Agriculture,,36.36476,-119.78997,gis,,,36.36476,-119.78997,pdfs/WCR0184046.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461596597291,South Fork Kings GSA
WCR0184047,Kings,,18S,20E,28,M18S20E28,60.0,Water Supply Irrigation - Agriculture,,36.33536,-119.80779,gis,,,36.33536,-119.80779,pdfs/WCR0184047.pdf,https://cadwr.app.box.com/v/WellCompletionReports/file/461602775815,South Fork Kings GSA
